CONTABILIDAD,AÑO DE COMPRA,CODIGO,CÓDIGO SISMOB WEB,DESCRIPCION DEL BIEN,VALOR EN LIBROS,PORCENTAJE DE DEPRECIACIÓN, AÑOS TRANSCURRIDOS, PRECIO DEPRECIADO, TOTAL CONTABLE
1243 24000119 0002,19,6040019100115,6040019000317,1 Laboratorio de Brazos Roboticos All In One,"$                    127,727.59",20,3,"$                51,091.04","$                      127,727.59"
1243 24000119 0002,19,6040019100116,6040019000318,1 Laboratorio de Brazos Roboticos All In One,"$                      65,000.00",20,3,"$                26,000.00","$                       65,000.00"
1243 24000120 0002,20,6040020100010,6040020000010,1 Máquina de Grabado Láser Mex Eagle Elite,"$                     162,400.00",10,2,"$               129,920.00","$                      162,400.00"
1243 24000120 0003,20,6040020100528,6040020000390,1 Tanque de Oxigeno Medicinal de 9.5 Mt3.,"$                      28,950.00",20,2,"$                17,370.00","$                       28,950.00"
1245 15000114 0002,14,6040014100548,6040018000510,1 EQUIPO DE BOMBEROS,"$                       28,575.75",0,8,"$                28,575.75","$                        28,575.75"
1245 15000114 0002,14,6040014100549,6040018000511,1 EQUIPO DE BOMBEROS,"$                      28,575.75",0,8,"$                28,575.75","$                        28,575.75"
1245 15000114 0002,14,6040014100550,6040018000512,1 EQUIPO DE BOMBEROS,"$                      28,575.75",0,8,"$                 28,575.75","$                       28,575.75"
1245 15000114 0002,14,6040014100551,6040018000513,1 EQUIPO DE BOMBEROS,"$                      28,575.75",0,8,"$                28,575.75","$                        28,575.75"
1246 12000115 0002,15,6040014100500,6040018000559,1 MEDIDOR DE VIBRACIONES (FACT-829),"$                       29,731.41",10,7,"$                   8,919.42","$                        29,731.41"
1246 12000115 0003,15,6040014100740,6040018000580,1 ROTOR DE ANGULO FIJO (FACT-350),"$                       42,757.25",10,7,"$                 12,827.18","$                       42,757.25"
1246 14000117 0007,17,6040017100225,6040019000196,1 REGULADOR DE VOLTAJE DE 24KVA TRIFASICO,"$                       60,000.00",10,5,"$                30,000.00","$                        60,000.00"
1246 14000118 0004,18,6040018100195,6040019000243,1 REGULADOR DE VOLTAJE TRIFASICO,"$                      92,000.00",10,4,"$                 55,200.00","$                       92,000.00"
1246 14000118 0005,18,6040018100203,6040019000246,1 REGULADOR DE VOLTAJE TRIFASICO,"$                    107,758.62",10,4,"$                 64,655.17","$                      107,758.62"
1246 14000118 0006,18,6040018100204,6040019000247,1 REGULADOR DE VOLTAJE TRIFASICO,"$                      86,100.00",10,4,"$                51,660.00","$                       86,100.00"
1246 14000118 0007,18,6040018100257,6040019000249,1 REGULADOR DE VOLTAJE TRIFASICO,"$                       90,465.60",10,4,"$                54,279.36","$                        90,465.60"
1246 14000118 0009,18,6040018100259,6040019000250,REGULADOR DE VOLTAJE TRIFASICO,"$                       52,500.00",10,4,"$                 31,500.00","$                       52,500.00"
1246 14000118 0009,18,6040018100260,6040019000251,REGULADOR DE VOLTAJE TRIFASICO,"$                       52,500.00",10,4,"$                 31,500.00","$                        52,500.00"
1246 14000118 0011,18,6040018100280,6040019000255,1 EQUIPO DE INTERCONEXION INTERMEDIO DE BALANCE DE,"$                       35,738.00",10,4,"$                21,442.80","$                        35,738.00"
1246 14000119 0002,19,6040019100039,6040019000281,1 Equuipo PortaKit Slim,"$                      14,313.90",10,3,"$                10,019.73","$                       14,313.90"
1246 14000120 0003,20,6040020100607,6040020000413,Supresor de Picos ABB,"$                      11,140.35",20,2,"$                  6,684.21","$                        11,140.35"
1246 14000120 0004,20,6040020100608,6040020000414,Arrancador ABB,"$                       18,859.65",20,2,"$                11,315.79","$                        18,859.65"
1246 16000114 0016,14,6040014100494,6040018000488,1 PLANTA DE EMERGENCIA 20 KW,"$                     494,090.00",10,8,"$                 98,818.00","$                      494,090.00"
1246 16000115 0002,15,6040015100085,6040018000618,1 EQUIPO DIGITAL P/COMUNICACIÓN Y FUENTE DE PODER (FACT-,"$                       21,980.00",10,7,"$                   6,594.00","$                        21,980.00"
1246 16000115 0002,15,6040015100086,6040018000619,1 EQUIPO DIGITAL P/COMUNICACIÓN Y FUENTE DE PODER (FACT-,"$                     111,878.91",10,7,"$                 33,563.67","$                      111,878.91"
1246 21471121 0002,21,6040021100014,6040021000007,1 Molino para Carne 70 Kilos por Hora,"$                        8,500.00",20,1,"$                  6,800.00","$                          8,500.00"
1251 11593220 0002,20,6040020100740,6040020000502,Software Especializado en Estadística,"$                       20,000.00",33.33,1,"$                 13,334.00","$                        20,000.00"
1251 11593220 0002,20,6040020100740,6040020000503,Software Especializado en Estadística,"$                       20,000.00",33.33,2,"$                  6,668.00","$                        20,000.00"
1251 11593220 0003,20,6040020100741,6040020000503,Software Especializado en los Procesos de la Gestión del Talento,"$                       72,000.00",33.33,2,"$                24,004.80","$                        72,000.00"
1251 11593220 0003,20,6040020100741,6040020000504,Software Especializado en los Procesos de la Gestión del Talento,"$                      72,000.00",33.33,2,"$                24,004.80","$                        72,000.00"
